   0.1837   0.2200   0.2563   0.2927   0.3290   0.3653   0.4017   0.4380   0.4743   0.5106   0.5470   0.5833   0.6196   0.6559   0.6923   0.7286   0.7649   0.8012   0.8376   0.8739   0.9102   0.9465   0.9829   1.0192   1.0555   1.0918   1.1282   1.1645   1.2008   1.2372   1.2735   1.3098   1.3461   1.3825   1.4188   1.4551   1.4914   1.5278   1.5641   1.6004   1.6367   1.6731   1.7094   1.7457   1.7820   1.8184   1.8547   1.8910   1.9273   1.9637   2.0000
   0.1837   0.2255   0.2594   0.2954   0.3313   0.3672   0.4032   0.4392   0.4752   0.5112   0.5472   0.5833   0.6193   0.6554   0.6916   0.7277   0.7639   0.8001   0.8364   0.8726   0.9090   0.9453   0.9817   1.0182   1.0546   1.0911   1.1275   1.1640   1.2005   1.2370   1.2735   1.3101   1.3467   1.3833   1.4200   1.4567   1.4936   1.5306   1.5678   1.6052   1.6429   1.6809   1.7194   1.7585   1.7984   1.8395   1.8825   1.9284   1.9796   2.0412   2.1029
   0.1837   0.2322   0.2619   0.2978   0.3330   0.3686   0.4042   0.4398   0.4755   0.5112   0.5470   0.5828   0.6186   0.6545   0.6905   0.7265   0.7627   0.7989   0.8352   0.8715   0.9080   0.9446   0.9812   1.0178   1.0545   1.0912   1.1279   1.1646   1.2012   1.2378   1.2745   1.3111   1.3478   1.3845   1.4213   1.4582   1.4954   1.5327   1.5704   1.6085   1.6470   1.6860   1.7259   1.7667   1.8088   1.8528   1.8996   1.9505   2.0085   2.0792   2.1499
   0.1837   0.2398   0.2640   0.3001   0.3343   0.3695   0.4047   0.4400   0.4753   0.5107   0.5462   0.5818   0.6174   0.6532   0.6891   0.7251   0.7612   0.7975   0.8339   0.8705   0.9072   0.9441   0.9810   1.0180   1.0551   1.0921   1.1291   1.1660   1.2029   1.2396   1.2763   1.3129   1.3495   1.3862   1.4229   1.4598   1.4970   1.5344   1.5722   1.6105   1.6494   1.6891   1.7297   1.7715   1.8149   1.8605   1.9092   1.9625   2.0229   2.0959   2.1689
   0.1837   0.2479   0.2657   0.3025   0.3353   0.3700   0.4047   0.4396   0.4746   0.5097   0.5450   0.5803   0.6158   0.6514   0.6873   0.7233   0.7595   0.7959   0.8326   0.8695   0.9066   0.9438   0.9812   1.0187   1.0562   1.0937   1.1311   1.1683   1.2054   1.2422   1.2789   1.3155   1.3520   1.3885   1.4250   1.4617   1.4987   1.5359   1.5736   1.6119   1.6508   1.6906   1.7315   1.7737   1.8176   1.8639   1.9134   1.9676   2.0280   2.1003   2.1726
   0.1837   0.2562   0.2669   0.3050   0.3359   0.3701   0.4042   0.4387   0.4734   0.5083   0.5432   0.5784   0.6137   0.6493   0.6851   0.7212   0.7575   0.7941   0.8311   0.8684   0.9059   0.9437   0.9816   1.0197   1.0578   1.0958   1.1337   1.1713   1.2086   1.2457   1.2824   1.3189   1.3553   1.3915   1.4277   1.4641   1.5006   1.5375   1.5749   1.6128   1.6515   1.6911   1.7319   1.7741   1.8181   1.8644   1.9139   1.9679   2.0273   2.0975   2.1677
   0.1837   0.2646   0.2679   0.3077   0.3363   0.3701   0.4035   0.4375   0.4718   0.5064   0.5411   0.5761   0.6113   0.6468   0.6826   0.7187   0.7552   0.7921   0.8294   0.8671   0.9052   0.9436   0.9822   1.0209   1.0597   1.0983   1.1368   1.1749   1.2126   1.2498   1.2867   1.3231   1.3593   1.3952   1.4310   1.4669   1.5030   1.5393   1.5762   1.6136   1.6519   1.6911   1.7314   1.7732   1.8169   1.8628   1.9118   1.9650   2.0227   2.0902   2.1577
   0.1837   0.2729   0.2685   0.3108   0.3365   0.3700   0.4024   0.4360   0.4699   0.5041   0.5385   0.5733   0.6084   0.6439   0.6797   0.7159   0.7526   0.7898   0.8275   0.8657   0.9044   0.9434   0.9827   1.0222   1.0618   1.1011   1.1402   1.1789   1.2170   1.2546   1.2916   1.3280   1.3640   1.3996   1.4350   1.4704   1.5058   1.5416   1.5778   1.6146   1.6521   1.6907   1.7304   1.7716   1.8145   1.8598   1.9079   1.9599   2.0157   2.0802   2.1447
   0.1837   0.2808   0.2689   0.3141   0.3366   0.3699   0.4012   0.4342   0.4676   0.5014   0.5356   0.5702   0.6052   0.6406   0.6764   0.7128   0.7497   0.7873   0.8254   0.8641   0.9034   0.9432   0.9833   1.0236   1.0639   1.1041   1.1440   1.1833   1.2219   1.2599   1.2971   1.3335   1.3694   1.4047   1.4397   1.4745   1.5093   1.5443   1.5798   1.6158   1.6525   1.6902   1.7291   1.7695   1.8116   1.8558   1.9028   1.9534   2.0072   2.0687   2.1301
   0.1837   0.2883   0.2692   0.3177   0.3366   0.3699   0.3998   0.4323   0.4650   0.4985   0.5324   0.5668   0.6016   0.6370   0.6729   0.7094   0.7466   0.7844   0.8230   0.8623   0.9023   0.9428   0.9837   1.0249   1.0661   1.1072   1.1479   1.1879   1.2272   1.2656   1.3030   1.3396   1.3753   1.4104   1.4450   1.4792   1.5134   1.5477   1.5823   1.6174   1.6532   1.6900   1.7279   1.7673   1.8083   1.8514   1.8970   1.9461   1.9979   2.0563   2.1148
