   0.9805   0.9610   0.9416   0.9222   0.9028   0.8834   0.8640   0.8446   0.8252   0.8058   0.7864   0.7670   0.7475   0.7281   0.7087   0.6893   0.6699   0.6505   0.6311   0.6117   0.5923   0.5729   0.5535   0.5340   0.5146   0.4952   0.4758   0.4564   0.4370   0.4176   0.3982   0.3788   0.3594   0.3400   0.3205   0.3011   0.2817   0.2623   0.2429   0.2235   0.2041   0.1847   0.1653   0.1459   0.1265   0.1070   0.0876   0.0682   0.0488   0.0294   0.0100
   0.9805   0.9497   0.9330   0.9149   0.8971   0.8794   0.8616   0.8437   0.8258   0.8078   0.7898   0.7716   0.7532   0.7347   0.7160   0.6971   0.6780   0.6586   0.6390   0.6190   0.5988   0.5784   0.5577   0.5368   0.5158   0.4947   0.4737   0.4527   0.4319   0.4113   0.3909   0.3707   0.3509   0.3313   0.3120   0.2929   0.2741   0.2554   0.2369   0.2186   0.2003   0.1822   0.1642   0.1462   0.1282   0.1103   0.0924   0.0745   0.0565   0.0384   0.0203
   0.9805   0.9385   0.9256   0.9078   0.8917   0.8754   0.8592   0.8428   0.8264   0.8098   0.7930   0.7760   0.7587   0.7411   0.7232   0.7048   0.6860   0.6667   0.6469   0.6265   0.6056   0.5842   0.5623   0.5400   0.5175   0.4948   0.4722   0.4497   0.4275   0.4057   0.3843   0.3634   0.3431   0.3233   0.3039   0.2851   0.2666   0.2486   0.2308   0.2134   0.1962   0.1792   0.1624   0.1456   0.1290   0.1125   0.0960   0.0795   0.0630   0.0462   0.0293
   0.9805   0.9276   0.9194   0.9010   0.8865   0.8715   0.8567   0.8418   0.8268   0.8115   0.7960   0.7802   0.7640   0.7474   0.7302   0.7124   0.6940   0.6748   0.6548   0.6341   0.6125   0.5902   0.5672   0.5436   0.5197   0.4955   0.4714   0.4475   0.4239   0.4009   0.3785   0.3569   0.3360   0.3158   0.2964   0.2776   0.2595   0.2419   0.2248   0.2082   0.1918   0.1758   0.1600   0.1444   0.1290   0.1137   0.0984   0.0833   0.0681   0.0526   0.0370
   0.9805   0.9170   0.9146   0.8945   0.8816   0.8677   0.8543   0.8408   0.8271   0.8132   0.7989   0.7842   0.7691   0.7534   0.7369   0.7198   0.7017   0.6827   0.6627   0.6416   0.6195   0.5963   0.5723   0.5475   0.5223   0.4967   0.4711   0.4458   0.4210   0.3968   0.3735   0.3510   0.3295   0.3090   0.2894   0.2707   0.2528   0.2356   0.2190   0.2029   0.1873   0.1722   0.1573   0.1427   0.1283   0.1141   0.1000   0.0860   0.0721   0.0578   0.0434
   0.9805   0.9069   0.9111   0.8885   0.8772   0.8640   0.8519   0.8396   0.8272   0.8146   0.8015   0.7880   0.7739   0.7591   0.7435   0.7269   0.7093   0.6905   0.6704   0.6491   0.6265   0.6026   0.5776   0.5517   0.5252   0.4983   0.4714   0.4448   0.4187   0.3934   0.3691   0.3459   0.3238   0.3029   0.2831   0.2643   0.2465   0.2295   0.2133   0.1978   0.1829   0.1684   0.1543   0.1406   0.1271   0.1138   0.1008   0.0878   0.0750   0.0618   0.0486
   0.9805   0.8974   0.9087   0.8828   0.8735   0.8606   0.8496   0.8385   0.8273   0.8158   0.8040   0.7915   0.7785   0.7646   0.7497   0.7338   0.7166   0.6981   0.6780   0.6565   0.6334   0.6089   0.5831   0.5561   0.5284   0.5003   0.4721   0.4442   0.4169   0.3906   0.3653   0.3414   0.3187   0.2973   0.2772   0.2584   0.2406   0.2239   0.2080   0.1929   0.1784   0.1646   0.1512   0.1382   0.1255   0.1131   0.1009   0.0889   0.0771   0.0649   0.0527
   0.9805   0.8885   0.9074   0.8775   0.8703   0.8574   0.8475   0.8373   0.8272   0.8169   0.8062   0.7948   0.7827   0.7698   0.7557   0.7404   0.7237   0.7054   0.6854   0.6637   0.6403   0.6152   0.5885   0.5607   0.5319   0.5026   0.4732   0.4441   0.4157   0.3883   0.3622   0.3374   0.3142   0.2924   0.2720   0.2530   0.2352   0.2186   0.2029   0.1881   0.1741   0.1608   0.1480   0.1356   0.1236   0.1120   0.1006   0.0894   0.0785   0.0672   0.0559
   0.9805   0.8801   0.9069   0.8727   0.8679   0.8545   0.8456   0.8362   0.8271   0.8179   0.8082   0.7979   0.7868   0.7746   0.7613   0.7467   0.7304   0.7124   0.6926   0.6708   0.6470   0.6214   0.5940   0.5653   0.5355   0.5051   0.4746   0.4444   0.4150   0.3866   0.3596   0.3341   0.3102   0.2880   0.2673   0.2481   0.2302   0.2137   0.1982   0.1837   0.1700   0.1571   0.1447   0.1329   0.1216   0.1106   0.0999   0.0894   0.0792   0.0688   0.0584
   0.9805   0.8723   0.9070   0.8682   0.8663   0.8520   0.8440   0.8351   0.8270   0.8187   0.8100   0.8006   0.7905   0.7792   0.7667   0.7526   0.7369   0.7192   0.6995   0.6776   0.6536   0.6274   0.5995   0.5699   0.5392   0.5078   0.4763   0.4451   0.4146   0.3853   0.3575   0.3313   0.3068   0.2841   0.2631   0.2437   0.2257   0.2092   0.1938   0.1795   0.1661   0.1535   0.1416   0.1303   0.1194   0.1090   0.0989   0.0890   0.0795   0.0698   0.0601
   0.9805   0.8651   0.9076   0.8640   0.8653   0.8497   0.8428   0.8342   0.8269   0.8194   0.8116   0.8032   0.7939   0.7835   0.7717   0.7583   0.7430   0.7256   0.7061   0.6841   0.6599   0.6334   0.6048   0.5745   0.5430   0.5107   0.4782   0.4460   0.4146   0.3844   0.3558   0.3289   0.3039   0.2807   0.2594   0.2397   0.2217   0.2051   0.1898   0.1756   0.1624   0.1501   0.1385   0.1276   0.1172   0.1072   0.0977   0.0884   0.0794   0.0704   0.0613
   0.9805   0.8584   0.9084   0.8602   0.8650   0.8479   0.8419   0.8336   0.8269   0.8201   0.8131   0.8055   0.7971   0.7874   0.7763   0.7635   0.7487   0.7317   0.7123   0.6904   0.6660   0.6391   0.6100   0.5791   0.5468   0.5136   0.4802   0.4471   0.4149   0.3839   0.3545   0.3270   0.3014   0.2778   0.2561   0.2362   0.2180   0.2014   0.1861   0.1720   0.1590   0.1469   0.1356   0.1250   0.1150   0.1054   0.0963   0.0875   0.0791   0.0706   0.0621
   0.9805   0.8523   0.9095   0.8568   0.8654   0.8464   0.8416   0.8331   0.8271   0.8208   0.8145   0.8077   0.8000   0.7911   0.7807   0.7684   0.7541   0.7375   0.7182   0.6963   0.6717   0.6446   0.6150   0.5835   0.5505   0.5166   0.4824   0.4484   0.4154   0.3837   0.3536   0.3255   0.2993   0.2753   0.2532   0.2331   0.2147   0.1980   0.1827   0.1687   0.1558   0.1439   0.1329   0.1225   0.1128   0.1036   0.0949   0.0865   0.0785   0.0705   0.0625
   0.9805   0.8466   0.9106   0.8536   0.8662   0.8453   0.8417   0.8329   0.8274   0.8215   0.8159   0.8097   0.8027   0.7944   0.7847   0.7730   0.7591   0.7428   0.7238   0.7019   0.6772   0.6498   0.6199   0.5878   0.5542   0.5195   0.4846   0.4499   0.4161   0.3837   0.3530   0.3242   0.2976   0.2731   0.2508   0.2304   0.2118   0.1950   0.1797   0.1657   0.1529   0.1411   0.1302   0.1201   0.1107   0.1018   0.0934   0.0854   0.0778   0.0702   0.0627
   0.9805   0.8414   0.9117   0.8508   0.8675   0.8444   0.8423   0.8330   0.8280   0.8224   0.8172   0.8116   0.8052   0.7976   0.7884   0.7772   0.7638   0.7478   0.7290   0.7072   0.6824   0.6547   0.6244   0.5919   0.5577   0.5224   0.4868   0.4514   0.4169   0.3839   0.3526   0.3233   0.2962   0.2713   0.2486   0.2280   0.2093   0.1923   0.1769   0.1630   0.1502   0.1386   0.1278   0.1179   0.1087   0.1000   0.0919   0.0842   0.0769   0.0697   0.0626
   0.9805   0.8366   0.9128   0.8482   0.8691   0.8438   0.8433   0.8335   0.8289   0.8234   0.8186   0.8134   0.8075   0.8004   0.7918   0.7811   0.7681   0.7524   0.7338   0.7121   0.6872   0.6594   0.6288   0.5958   0.5611   0.5253   0.4890   0.4530   0.4179   0.3842   0.3523   0.3226   0.2951   0.2698   0.2468   0.2259   0.2070   0.1899   0.1745   0.1605   0.1478   0.1362   0.1256   0.1158   0.1068   0.0983   0.0905   0.0830   0.0760   0.0692   0.0623
