   2.3340e-01   4.4348e-01   4.5626e-01   4.5200e-01   4.4257e-01   4.3170e-01   4.2056e-01   4.0962e-01   3.9924e-01   3.8903e-01   3.7933e-01   3.6982e-01   3.6063e-01   3.5156e-01   3.4280e-01   3.3384e-01   3.2487e-01   3.1594e-01   3.0656e-01   2.9697e-01   2.8702e-01   2.7662e-01   2.6572e-01   2.5401e-01   2.4171e-01   2.2836e-01   2.1392e-01   1.9864e-01   1.8193e-01   1.6385e-01   1.4412e-01   1.2293e-01   9.5687e-02   6.8167e-02   4.6878e-02   2.9482e-02   1.5764e-02   5.7210e-03            0            0            0
   3.6360e-01   4.4348e-01   4.5545e-01   4.5055e-01   4.4083e-01   4.2970e-01   4.1836e-01   4.0746e-01   3.9671e-01   3.8647e-01   3.7647e-01   3.6684e-01   3.5735e-01   3.4821e-01   3.3891e-01   3.2963e-01   3.2041e-01   3.1076e-01   3.0093e-01   2.9073e-01   2.8011e-01   2.6900e-01   2.5708e-01   2.4459e-01   2.3104e-01   2.1641e-01   2.0093e-01   1.8402e-01   1.6573e-01   1.4579e-01   1.2436e-01   9.6837e-02   6.9014e-02   4.7475e-02   2.9866e-02   1.5973e-02   5.7974e-03   1.0000e-05            0            0            0
   3.6480e-01   4.4344e-01   4.5442e-01   4.4905e-01   4.3899e-01   4.2760e-01   4.1626e-01   4.0497e-01   3.9418e-01   3.8363e-01   3.7350e-01   3.6355e-01   3.5400e-01   3.4432e-01   3.3469e-01   3.2515e-01   3.1521e-01   3.0510e-01   2.9465e-01   2.8379e-01   2.7245e-01   2.6031e-01   2.4760e-01   2.3384e-01   2.1900e-01   2.0332e-01   1.8620e-01   1.6769e-01   1.4753e-01   1.2586e-01   9.8034e-02   6.9897e-02   4.8098e-02   3.0266e-02   1.6190e-02   5.8771e-03   1.0000e-05            0            0            0            0
   3.6600e-01   4.4316e-01   4.5332e-01   4.4745e-01   4.3703e-01   4.2559e-01   4.1384e-01   4.0248e-01   3.9135e-01   3.8067e-01   3.7022e-01   3.6020e-01   3.5010e-01   3.4008e-01   3.3020e-01   3.1993e-01   3.0952e-01   2.9879e-01   2.8767e-01   2.7608e-01   2.6370e-01   2.5077e-01   2.3679e-01   2.2173e-01   2.0583e-01   1.8848e-01   1.6975e-01   1.4934e-01   1.2742e-01   9.9284e-02   7.0818e-02   4.8747e-02   3.0683e-02   1.6417e-02   5.9601e-03   1.0000e-05            0            0            0            0            0
   3.6680e-01   4.4280e-01   4.5212e-01   4.4572e-01   4.3516e-01   4.2326e-01   4.1140e-01   3.9969e-01   3.8842e-01   3.7741e-01   3.6687e-01   3.5630e-01   3.4585e-01   3.3558e-01   3.2495e-01   3.1421e-01   3.0317e-01   2.9177e-01   2.7991e-01   2.6728e-01   2.5410e-01   2.3988e-01   2.2458e-01   2.0845e-01   1.9087e-01   1.7189e-01   1.5123e-01   1.2905e-01   1.0059e-01   7.1780e-02   4.9425e-02   3.1119e-02   1.6653e-02   6.0468e-03   1.0000e-05            0            0            0            0            0            0
   3.6770e-01   4.4234e-01   4.5079e-01   4.4408e-01   4.3297e-01   4.2092e-01   4.0868e-01   3.9680e-01   3.8518e-01   3.7407e-01   3.6297e-01   3.5205e-01   3.4134e-01   3.3031e-01   3.1921e-01   3.0783e-01   2.9611e-01   2.8396e-01   2.7105e-01   2.5760e-01   2.4313e-01   2.2758e-01   2.1120e-01   1.9337e-01   1.7414e-01   1.5322e-01   1.3076e-01   1.0195e-01   7.2785e-02   5.0134e-02   3.1574e-02   1.6901e-02   6.1374e-03   1.0000e-05            0            0            0            0            0            0            0
   3.6840e-01   4.4176e-01   4.4953e-01   4.4212e-01   4.3077e-01   4.1828e-01   4.0584e-01   3.9360e-01   3.8187e-01   3.7018e-01   3.5872e-01   3.4753e-01   3.3605e-01   3.2455e-01   3.1280e-01   3.0073e-01   2.8826e-01   2.7505e-01   2.6131e-01   2.4656e-01   2.3074e-01   2.1409e-01   1.9600e-01   1.7650e-01   1.5529e-01   1.3255e-01   1.0338e-01   7.3839e-02   5.0877e-02   3.2051e-02   1.7160e-02   6.2323e-03   1.0000e-05            0            0            0            0            0            0            0            0
   3.6910e-01   4.4120e-01   4.4796e-01   4.4014e-01   4.2827e-01   4.1554e-01   4.0270e-01   3.9031e-01   3.7800e-01   3.6594e-01   3.5420e-01   3.4223e-01   3.3027e-01   3.1811e-01   3.0566e-01   2.9283e-01   2.7929e-01   2.6524e-01   2.5019e-01   2.3407e-01   2.1714e-01   1.9876e-01   1.7897e-01   1.5748e-01   1.3442e-01   1.0488e-01   7.4943e-02   5.1656e-02   3.2551e-02   1.7431e-02   6.3317e-03   1.0000e-05            0            0            0            0            0            0            0            0            0
   3.6970e-01   4.4037e-01   4.4637e-01   4.3787e-01   4.2567e-01   4.1248e-01   3.9947e-01   3.8648e-01   3.7377e-01   3.6142e-01   3.4889e-01   3.3642e-01   3.2380e-01   3.1093e-01   2.9771e-01   2.8380e-01   2.6941e-01   2.5403e-01   2.3760e-01   2.2037e-01   2.0168e-01   1.8158e-01   1.5977e-01   1.3639e-01   1.0646e-01   7.6105e-02   5.2474e-02   3.3076e-02   1.7716e-02   6.4361e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0
   3.7010e-01   4.3951e-01   4.4450e-01   4.3550e-01   4.2276e-01   4.0934e-01   3.9569e-01   3.8228e-01   3.6926e-01   3.5611e-01   3.4307e-01   3.2993e-01   3.1659e-01   3.0294e-01   2.8862e-01   2.7385e-01   2.5811e-01   2.4134e-01   2.2378e-01   2.0476e-01   1.8434e-01   1.6219e-01   1.3847e-01   1.0811e-01   7.7327e-02   5.3335e-02   3.3629e-02   1.8016e-02   6.5459e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0
   3.7040e-01   4.3839e-01   4.4254e-01   4.3283e-01   4.1975e-01   4.0565e-01   3.9155e-01   3.7781e-01   3.6397e-01   3.5029e-01   3.3656e-01   3.2269e-01   3.0855e-01   2.9379e-01   2.7860e-01   2.6247e-01   2.4532e-01   2.2740e-01   2.0803e-01   1.8726e-01   1.6475e-01   1.4066e-01   1.0986e-01   7.8616e-02   5.4243e-02   3.4212e-02   1.8332e-02   6.6615e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0            0
   3.7060e-01   4.3721e-01   4.4029e-01   4.3006e-01   4.1622e-01   4.0161e-01   3.8713e-01   3.7254e-01   3.5815e-01   3.4376e-01   3.2929e-01   3.1461e-01   2.9934e-01   2.8369e-01   2.6713e-01   2.4957e-01   2.3125e-01   2.1150e-01   1.9035e-01   1.6746e-01   1.4298e-01   1.1171e-01   7.9979e-02   5.5202e-02   3.4827e-02   1.8666e-02   6.7835e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0            0            0
   3.7080e-01   4.3578e-01   4.3793e-01   4.2678e-01   4.1233e-01   3.9728e-01   3.8192e-01   3.6674e-01   3.5163e-01   3.3647e-01   3.2117e-01   3.0534e-01   2.8918e-01   2.7213e-01   2.5412e-01   2.3537e-01   2.1520e-01   1.9364e-01   1.7034e-01   1.4544e-01   1.1367e-01   8.1423e-02   5.6218e-02   3.5479e-02   1.9019e-02   6.9126e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   3.7080e-01   4.3421e-01   4.3512e-01   4.2315e-01   4.0815e-01   3.9215e-01   3.7617e-01   3.6024e-01   3.4433e-01   3.2832e-01   3.1186e-01   2.9511e-01   2.7752e-01   2.5901e-01   2.3978e-01   2.1916e-01   1.9715e-01   1.7341e-01   1.4806e-01   1.1576e-01   8.2956e-02   5.7297e-02   3.6170e-02   1.9394e-02   7.0494e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   3.7060e-01   4.3229e-01   4.3195e-01   4.1923e-01   4.0318e-01   3.8650e-01   3.6970e-01   3.5294e-01   3.3616e-01   3.1896e-01   3.0155e-01   2.8336e-01   2.6428e-01   2.4453e-01   2.2341e-01   2.0091e-01   1.7668e-01   1.5085e-01   1.1798e-01   8.4590e-02   5.8445e-02   3.6905e-02   1.9792e-02   7.1947e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
   3.7030e-01   4.3005e-01   4.2852e-01   4.1455e-01   3.9769e-01   3.8012e-01   3.6245e-01   3.4477e-01   3.2676e-01   3.0860e-01   2.8972e-01   2.7000e-01   2.4967e-01   2.2798e-01   2.0495e-01   1.8019e-01   1.5384e-01   1.2035e-01   8.6335e-02   5.9670e-02   3.7690e-02   2.0216e-02   7.3495e-03   1.0000e-05            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0
